JobID,QualificationType,FieldOfStudy,MinimumGrade,OtherDetails
3218,Bachelor's Degree,Commerce,Distinction,
3218,Master's Degree,Technology,,
3219,A/L,General,Merit,
3219,Master's Degree,Science,Distinction,
3220,O/L,Commerce,Merit,
3220,Bachelor's Degree,Technology,Pass,
3221,A/L,Science,Distinction,
3222,O/L,General,,
3222,A/L,Science,Merit,
3223,A/L,Arts,,
3223,Master's Degree,Technology,,
3224,O/L,Commerce,Merit,
3224,Master's Degree,Commerce,Pass,
3224,A/L,Science,Distinction,
3225,A/L,General,Pass,
3225,O/L,Technology,,
3225,Bachelor's Degree,Science,Pass,
3226,Bachelor's Degree,Science,Merit,
3226,O/L,Arts,Merit,
3226,Master's Degree,Science,,
3227,Master's Degree,Commerce,Pass,
3227,A/L,General,,
3227,Bachelor's Degree,Commerce,Distinction,
3228,Bachelor's Degree,Science,Distinction,
3228,A/L,Arts,Merit,
3229,Bachelor's Degree,Technology,Distinction,
3229,Master's Degree,General,Pass,
3230,O/L,General,Merit,
3231,Bachelor's Degree,Arts,,
3231,Master's Degree,General,Merit,
3232,Bachelor's Degree,Commerce,Pass,
3232,O/L,Arts,Merit,
3233,Bachelor's Degree,Science,Pass,
3233,A/L,Science,Pass,
3233,Master's Degree,Commerce,Distinction,
3234,Master's Degree,Arts,,
3235,A/L,,Distinction,
3235,O/L,Commerce,Pass,
3236,O/L,Arts,Merit,
3236,Master's Degree,,Pass,
3237,Bachelor's Degree,Arts,Distinction,
3237,Master's Degree,Technology,Distinction,
3237,A/L,Science,Pass,
3238,A/L,Commerce,Merit,
3238,Master's Degree,,Distinction,
3238,Bachelor's Degree,General,Distinction,
3239,Master's Degree,Arts,Merit,
3239,A/L,Science,Pass,
3239,O/L,Commerce,Pass,
3240,Master's Degree,General,Distinction,
3241,Master's Degree,Science,Distinction,
3241,Bachelor's Degree,Science,Distinction,
3242,O/L,Technology,Distinction,
3242,A/L,Arts,Distinction,
3243,Bachelor's Degree,Arts,Distinction,
3243,O/L,Science,Merit,
3244,Bachelor's Degree,,Pass,
3244,A/L,,Merit,
3245,Bachelor's Degree,Arts,Merit,
3246,Bachelor's Degree,,Merit,
3246,O/L,Science,Merit,
3247,O/L,,Merit,
3247,A/L,,,
3248,Master's Degree,Commerce,,
3249,A/L,Science,Pass,
3250,O/L,Technology,Pass,
3251,O/L,General,Merit,
3251,A/L,,Pass,
3251,Bachelor's Degree,Arts,Pass,
3252,Master's Degree,Arts,Merit,
3252,A/L,Arts,,
3253,Master's Degree,Arts,Pass,
3253,Bachelor's Degree,Arts,Merit,
3253,A/L,General,Distinction,
3254,A/L,Arts,Distinction,
3254,O/L,Technology,Distinction,
3254,Master's Degree,Arts,Merit,
3255,Bachelor's Degree,Arts,Pass,
3255,A/L,General,Merit,
3255,O/L,,Merit,
3256,O/L,,,
3256,Master's Degree,,Distinction,
3256,A/L,Science,Merit,
3257,O/L,Arts,Pass,
3257,Master's Degree,,Distinction,
3258,Bachelor's Degree,Science,Merit,
3258,Master's Degree,Commerce,Merit,
3258,O/L,Arts,Merit,
3259,O/L,Arts,,
3259,A/L,Arts,Pass,
3259,Master's Degree,Arts,Merit,
3260,Bachelor's Degree,Science,,
3260,Master's Degree,Technology,Pass,
3260,A/L,General,Merit,
3261,O/L,Commerce,Merit,
3262,O/L,Science,,
3262,A/L,,,
3263,Master's Degree,Commerce,Pass,
3263,O/L,Commerce,Merit,
3264,A/L,General,Pass,
3264,O/L,,Pass,
3265,Master's Degree,Technology,Distinction,
3266,Bachelor's Degree,General,Distinction,
3267,Bachelor's Degree,Commerce,,
3267,O/L,Commerce,Pass,
3267,A/L,Commerce,Distinction,
3268,Master's Degree,Commerce,Distinction,
3268,A/L,Commerce,Pass,
3268,Bachelor's Degree,,Pass,
3269,O/L,,,
3270,O/L,Science,Pass,
3271,A/L,,Distinction,
3272,Master's Degree,Arts,Distinction,
3272,A/L,,,
3272,O/L,Arts,,
3273,A/L,,Pass,
3274,A/L,Science,,
3274,Bachelor's Degree,,Merit,
3274,Master's Degree,General,Merit,
3275,O/L,Arts,,
3276,Bachelor's Degree,Science,Distinction,
3277,O/L,Arts,,
3278,O/L,Science,Pass,
3278,A/L,Science,Merit,
3278,Master's Degree,General,Pass,
3279,A/L,Science,Merit,
3279,Bachelor's Degree,Technology,,
3280,Bachelor's Degree,Commerce,Pass,
3281,O/L,General,Distinction,
3281,Master's Degree,Arts,Pass,
3282,A/L,Commerce,Distinction,
3282,Bachelor's Degree,Commerce,Merit,
3282,O/L,Arts,Pass,
3283,O/L,,Pass,
3284,Bachelor's Degree,General,,
3285,Bachelor's Degree,Arts,Pass,
3285,O/L,General,Merit,
3285,Master's Degree,Commerce,,
3286,Bachelor's Degree,Arts,Distinction,
3286,A/L,,Pass,
3287,Master's Degree,,Distinction,
3287,Bachelor's Degree,Arts,Pass,
3288,Bachelor's Degree,Science,Distinction,
3288,Master's Degree,Science,,
3288,A/L,General,Pass,
3289,Bachelor's Degree,Technology,Merit,
3289,O/L,,Merit,
3289,Master's Degree,Science,Pass,
3290,Master's Degree,Science,Distinction,
3291,A/L,Technology,Pass,
3291,Bachelor's Degree,Science,,
3292,Master's Degree,General,Merit,
3292,O/L,Commerce,Distinction,
3293,Master's Degree,Technology,Merit,
3293,A/L,General,,
3294,O/L,General,Merit,
3294,Master's Degree,,,
3295,O/L,Science,Pass,
3296,Master's Degree,Science,Pass,
3297,Master's Degree,Technology,Distinction,
3297,O/L,Technology,Pass,
3298,Master's Degree,Arts,Pass,
3298,O/L,Arts,Pass,
3299,A/L,,Distinction,
3299,Master's Degree,Technology,Distinction,
3299,O/L,,Merit,
3300,Bachelor's Degree,Commerce,,
3300,A/L,,,
3300,O/L,,Pass,
3301,A/L,General,Merit,
3301,Bachelor's Degree,Science,Distinction,
3302,Master's Degree,Commerce,Merit,
3302,A/L,Science,,
3303,O/L,Arts,Merit,
3303,Master's Degree,Arts,Merit,
3304,Master's Degree,Commerce,Pass,
3304,Bachelor's Degree,Science,Distinction,
3304,O/L,Commerce,Pass,
3305,Master's Degree,Science,Distinction,
3305,A/L,Technology,Merit,
3306,O/L,Science,Merit,
3307,A/L,Arts,Merit,
3307,Master's Degree,Arts,Distinction,
3307,Bachelor's Degree,Science,Distinction,
3308,A/L,Commerce,,
3308,Master's Degree,Commerce,Pass,
3308,O/L,Technology,Pass,
3309,Bachelor's Degree,Science,,
3309,O/L,General,Pass,
3310,Bachelor's Degree,Science,Distinction,
3310,Master's Degree,,Pass,
3310,A/L,Commerce,,
3311,Bachelor's Degree,,Distinction,
3311,A/L,,Pass,
3312,A/L,General,Distinction,
3312,O/L,Commerce,,
3313,Bachelor's Degree,General,,
3314,Bachelor's Degree,,Merit,
3315,A/L,Commerce,Distinction,
3315,Bachelor's Degree,Technology,Distinction,
3316,O/L,Commerce,Distinction,
3316,Master's Degree,Commerce,,
3316,A/L,Technology,Pass,
3317,A/L,Science,Pass,
3317,O/L,Commerce,Distinction,
3317,Master's Degree,General,Pass,
3318,A/L,General,Pass,
3318,Master's Degree,General,Merit,
3318,Bachelor's Degree,Commerce,Merit,
3319,O/L,Commerce,Merit,
3319,Bachelor's Degree,Science,Pass,
3320,Master's Degree,Science,Pass,
3321,Bachelor's Degree,General,Pass,
3321,A/L,General,Merit,
3321,O/L,Science,Distinction,
3322,A/L,Commerce,Distinction,
3322,Master's Degree,,,
3322,Bachelor's Degree,,Pass,
3323,O/L,Commerce,,
3323,Master's Degree,Arts,Pass,
3323,A/L,Arts,Pass,
3324,Bachelor's Degree,,Merit,
3324,Master's Degree,Technology,Distinction,
3324,A/L,,Distinction,
3325,Master's Degree,,Distinction,
3326,Master's Degree,Commerce,Merit,
3326,A/L,Arts,,
3326,Bachelor's Degree,Science,Distinction,
3327,A/L,Commerce,Distinction,
3327,Master's Degree,Commerce,Distinction,
3327,Bachelor's Degree,Commerce,Pass,
3328,Bachelor's Degree,,Distinction,
3328,A/L,Arts,,
3328,Master's Degree,Science,,
3329,Master's Degree,,,
3330,Master's Degree,Science,Distinction,
3330,Bachelor's Degree,Technology,,
3330,A/L,Science,,
3331,A/L,Science,,
3331,O/L,,Merit,
3331,Bachelor's Degree,Arts,Merit,
3332,O/L,Science,,
3332,A/L,Technology,Merit,
3332,Master's Degree,Arts,Distinction,
3333,A/L,Commerce,Merit,
3333,Bachelor's Degree,General,Distinction,
3334,Bachelor's Degree,Arts,Distinction,
3334,O/L,General,Pass,
3335,Bachelor's Degree,,,
3335,A/L,Commerce,Merit,
3335,Master's Degree,Commerce,Pass,
3336,Master's Degree,Commerce,Distinction,
3336,Bachelor's Degree,Commerce,,
3336,A/L,Commerce,Merit,
3337,A/L,Commerce,Pass,
3338,O/L,Arts,Pass,
3338,Master's Degree,General,,
3338,A/L,General,Pass,
3339,A/L,General,Merit,
3340,O/L,General,Pass,
3340,A/L,,Pass,
3340,Master's Degree,Arts,,
3341,Master's Degree,,Pass,
3341,A/L,,Merit,
3342,A/L,Arts,Pass,
3343,Bachelor's Degree,Arts,Merit,
3344,Master's Degree,Technology,Merit,
3345,Master's Degree,General,Merit,
3345,O/L,Arts,Pass,
3346,O/L,Commerce,Pass,
3346,A/L,Arts,Distinction,
3346,Master's Degree,Arts,,
3347,O/L,Arts,Pass,
3348,O/L,Arts,Pass,
3349,O/L,,Distinction,
3349,A/L,Technology,Distinction,
3350,O/L,,,
3350,Bachelor's Degree,,Distinction,
3350,A/L,Arts,,
3351,A/L,General,,
3351,O/L,Science,Distinction,
3352,A/L,Commerce,Merit,
3352,Bachelor's Degree,Technology,Pass,
3352,Master's Degree,Technology,Merit,
3353,Master's Degree,Technology,Distinction,
3354,O/L,Arts,Pass,
3354,Bachelor's Degree,Science,Merit,
3354,Master's Degree,,,
3355,Master's Degree,Technology,Distinction,
3355,O/L,Science,Distinction,
3355,Bachelor's Degree,General,Merit,
3356,Bachelor's Degree,Science,Merit,
3357,A/L,,,
3357,Bachelor's Degree,,,
3357,Master's Degree,Technology,Distinction,
3358,Master's Degree,,Pass,
3358,Bachelor's Degree,Technology,Pass,
3359,Bachelor's Degree,General,Pass,
3359,A/L,,Merit,
3359,O/L,Arts,Pass,
3360,O/L,Commerce,Pass,
3360,A/L,Arts,Distinction,
3360,Master's Degree,Technology,Merit,
3361,O/L,,,
3361,A/L,Arts,Merit,
3362,Master's Degree,Technology,,
3363,A/L,Science,,
3363,Bachelor's Degree,General,,
3363,Master's Degree,General,Distinction,
3364,Master's Degree,General,Pass,
3364,O/L,Commerce,Distinction,
3364,Bachelor's Degree,Science,Merit,
3365,O/L,Technology,Pass,
3365,Master's Degree,Technology,Merit,
3365,A/L,Technology,,
3366,A/L,,,
3367,O/L,Arts,,
3367,A/L,Arts,Merit,
3367,Bachelor's Degree,Commerce,,
3368,A/L,Science,,
3369,Master's Degree,Technology,Pass,
3369,O/L,General,,
3370,A/L,,Merit,
3370,Bachelor's Degree,Science,Merit,
3371,Bachelor's Degree,Arts,Pass,
3371,O/L,Arts,Pass,
3371,Master's Degree,Commerce,Merit,
3372,Bachelor's Degree,Commerce,Distinction,
3373,O/L,,,
3374,O/L,Arts,,
3374,A/L,Arts,Distinction,
3375,A/L,Technology,Pass,
3375,Bachelor's Degree,Commerce,Merit,
3375,Master's Degree,Science,Merit,
3376,Bachelor's Degree,Commerce,Pass,
3376,A/L,Science,,
3376,O/L,Arts,,
3377,Bachelor's Degree,Arts,Pass,
3378,A/L,,Pass,
3379,Master's Degree,,Distinction,
3379,O/L,General,Pass,
3379,A/L,Technology,Merit,
3380,A/L,General,Pass,
3380,O/L,,Merit,
3381,Bachelor's Degree,Technology,Merit,
3382,Master's Degree,Commerce,,
3383,A/L,General,,
3384,Master's Degree,Arts,Pass,
3384,O/L,General,,
3384,A/L,,Distinction,
3385,Bachelor's Degree,Technology,,
3386,A/L,General,Pass,
3386,Bachelor's Degree,,Distinction,
3386,Master's Degree,General,,
3387,Bachelor's Degree,General,Merit,
3387,A/L,Science,,
3388,A/L,Science,,
3389,O/L,Technology,Pass,
3389,Bachelor's Degree,Science,Merit,
3389,A/L,General,Merit,
3390,O/L,General,,
3391,O/L,Commerce,Merit,
3391,A/L,Science,Pass,
3392,Bachelor's Degree,Science,Merit,
3392,Master's Degree,Commerce,Merit,
3392,O/L,Science,,
3393,A/L,Commerce,,
3394,Bachelor's Degree,Commerce,Merit,
3394,A/L,General,,
3394,Master's Degree,Arts,,
3395,O/L,General,Distinction,
3395,A/L,,Distinction,
3396,Bachelor's Degree,Commerce,,
3397,Master's Degree,Commerce,Merit,
3397,A/L,Commerce,Distinction,
3397,Bachelor's Degree,Arts,Merit,
3398,Bachelor's Degree,Science,Merit,
3399,Bachelor's Degree,Commerce,Merit,
3400,Master's Degree,Science,Distinction,
3400,Bachelor's Degree,Technology,Pass,
3400,O/L,Arts,Distinction,
3401,O/L,Science,Distinction,
3401,Master's Degree,,Merit,
3401,Bachelor's Degree,Science,Merit,
3402,O/L,Arts,Distinction,
3403,A/L,General,,
3403,Master's Degree,Commerce,,
3404,Bachelor's Degree,Commerce,Merit,
3404,O/L,Commerce,Distinction,
3404,A/L,Commerce,,
3405,Master's Degree,Technology,,
3405,O/L,,,
3406,A/L,Arts,Merit,
3406,O/L,Technology,Pass,
3406,Bachelor's Degree,,Merit,
3407,Bachelor's Degree,Commerce,,
3408,O/L,General,Pass,
3408,Master's Degree,Commerce,Distinction,
3408,Bachelor's Degree,Commerce,Distinction,
3409,A/L,,,
3409,Bachelor's Degree,,Pass,
3410,O/L,,Merit,
3411,O/L,Arts,,
3412,Master's Degree,General,,
3413,Master's Degree,Technology,Pass,
3413,Bachelor's Degree,Technology,Pass,
3414,Master's Degree,Arts,,
3414,Bachelor's Degree,Arts,Pass,
3414,O/L,Arts,Distinction,
3415,A/L,Technology,Distinction,
3415,Bachelor's Degree,Commerce,Merit,
3416,O/L,Technology,Pass,
3416,A/L,General,Pass,
3417,O/L,General,Merit,
3417,A/L,Science,,
3418,A/L,Science,,
3418,O/L,General,,
3418,Bachelor's Degree,General,Distinction,
3419,A/L,Technology,Distinction,
3419,Bachelor's Degree,,,
3420,A/L,Technology,Merit,
3420,O/L,Technology,Merit,
3421,O/L,Technology,Merit,
3421,A/L,Technology,,
3421,Bachelor's Degree,General,Pass,
3422,Master's Degree,,Merit,
3422,Bachelor's Degree,Commerce,Pass,
3423,Master's Degree,Technology,Merit,
3423,O/L,General,,
3423,A/L,Arts,Distinction,
3424,O/L,Technology,Distinction,
3424,A/L,Technology,,
3425,O/L,,Pass,
3425,A/L,Science,,
3425,Bachelor's Degree,,Distinction,
3426,A/L,Arts,Distinction,
3426,O/L,Commerce,,
3426,Master's Degree,General,Merit,
3427,A/L,General,Pass,
3427,O/L,Arts,Pass,
3427,Bachelor's Degree,,,
3428,Bachelor's Degree,,,
3429,Bachelor's Degree,Technology,Distinction,
3429,Master's Degree,,,
3429,O/L,Technology,Distinction,
3430,Bachelor's Degree,,Merit,
3430,Master's Degree,Science,Merit,
3431,A/L,Arts,Distinction,
3431,Bachelor's Degree,Technology,Pass,
3432,Master's Degree,Commerce,Pass,
3432,O/L,General,Merit,
3433,O/L,Commerce,Merit,
3434,Master's Degree,Technology,,
3434,Bachelor's Degree,Science,Pass,
3434,O/L,Science,,
3435,O/L,Technology,,
3436,O/L,General,Merit,
3437,A/L,,Merit,
3438,A/L,Technology,Pass,
3438,O/L,Science,Merit,
3438,Master's Degree,,Distinction,
3439,O/L,Arts,,
3439,Master's Degree,,Merit,
3440,O/L,General,Pass,
3440,A/L,Technology,Merit,
3441,Bachelor's Degree,Arts,Merit,
3441,A/L,,Pass,
3441,Master's Degree,Arts,,
3442,Bachelor's Degree,,,
3442,O/L,Arts,Pass,
3443,O/L,Commerce,Pass,
3443,A/L,,,
3443,Master's Degree,Arts,Merit,
3444,Master's Degree,General,,
3444,Bachelor's Degree,Science,,
3445,Bachelor's Degree,Commerce,Pass,
3445,A/L,Technology,Pass,
3445,Master's Degree,,Distinction,
3446,O/L,General,,
3446,A/L,Science,Pass,
3446,Bachelor's Degree,Arts,Pass,
3447,Master's Degree,General,Distinction,
3448,A/L,Technology,Pass,
3448,Bachelor's Degree,General,Merit,
3448,Master's Degree,Technology,,
3449,O/L,General,,
3450,Bachelor's Degree,Technology,Pass,
3450,Master's Degree,,Pass,
3450,O/L,Commerce,Pass,
3451,Bachelor's Degree,Commerce,,
3451,Master's Degree,Commerce,Distinction,
3451,O/L,Arts,Distinction,
3452,O/L,Science,Distinction,
3452,Bachelor's Degree,Technology,,
3452,Master's Degree,,Distinction,
3453,O/L,,Merit,
3454,Master's Degree,Technology,Pass,
3454,Bachelor's Degree,Science,,
3454,O/L,Science,Pass,
3455,O/L,General,Distinction,
3455,Bachelor's Degree,General,Merit,
3455,A/L,Commerce,,
3456,Master's Degree,,,
3457,A/L,Technology,Pass,
3457,O/L,Commerce,,
3457,Master's Degree,General,Merit,
3458,A/L,Arts,,
3458,O/L,Science,Distinction,
3458,Bachelor's Degree,Arts,Pass,
3459,A/L,Commerce,Pass,
3459,Bachelor's Degree,,Distinction,
3459,O/L,Science,Distinction,
3460,A/L,General,Merit,
3460,Master's Degree,Commerce,Pass,
3461,Bachelor's Degree,Science,Merit,
3461,Master's Degree,,Pass,
3461,O/L,Technology,Pass,
3462,A/L,Technology,Merit,
3462,O/L,General,Distinction,
3462,Master's Degree,,Distinction,
3463,O/L,Arts,,
3463,Master's Degree,Science,Merit,
3463,A/L,Commerce,Distinction,
3464,Bachelor's Degree,Commerce,Merit,
3464,A/L,Science,Merit,
3465,O/L,Technology,Pass,
3466,A/L,Technology,Distinction,
3466,Bachelor's Degree,Technology,,
3467,O/L,Science,,
3468,Master's Degree,Science,,
3468,A/L,General,,
3468,Bachelor's Degree,Technology,,
3469,Master's Degree,Science,Distinction,
3469,O/L,Commerce,Pass,
3470,Bachelor's Degree,Science,Merit,
3470,O/L,Arts,,
3471,O/L,Science,Merit,
3471,A/L,Science,Pass,
3471,Bachelor's Degree,General,Merit,
3472,O/L,Arts,,
3472,Bachelor's Degree,,,
3473,A/L,Commerce,Merit,
3474,Bachelor's Degree,Technology,Pass,
3474,Master's Degree,,Pass,
3475,A/L,Arts,Pass,
3476,Bachelor's Degree,Commerce,Distinction,
3476,Master's Degree,General,Pass,
3477,Bachelor's Degree,Arts,Pass,
3478,Master's Degree,Science,Distinction,
3478,O/L,Arts,Pass,
3479,Bachelor's Degree,General,,
3479,O/L,General,Distinction,
3479,Master's Degree,General,,
3480,Bachelor's Degree,,Distinction,
3480,Master's Degree,,Distinction,
3480,O/L,Science,Merit,
3481,Master's Degree,Science,Pass,
3481,Bachelor's Degree,Commerce,Merit,
3481,A/L,General,Distinction,
3482,A/L,Technology,Pass,
3482,O/L,Commerce,Merit,
3483,A/L,Arts,,
3483,Bachelor's Degree,General,,
3483,O/L,Science,Pass,
3484,Master's Degree,General,Pass,
3485,O/L,,,
3485,Bachelor's Degree,Commerce,,
3485,A/L,Arts,Pass,
3486,Master's Degree,General,Merit,
3487,O/L,Science,Distinction,
3488,Master's Degree,Commerce,,
3488,Bachelor's Degree,Commerce,,
3489,Master's Degree,Science,Merit,
3490,Bachelor's Degree,Technology,Pass,
3490,Master's Degree,Arts,Distinction,
3490,O/L,Technology,Pass,
3491,A/L,General,Pass,
3492,Bachelor's Degree,Science,Distinction,
3492,A/L,Arts,Merit,
3493,A/L,,,
3494,Master's Degree,Arts,,
3494,A/L,General,,
3494,Bachelor's Degree,Commerce,Merit,
3495,O/L,General,Merit,
3495,A/L,Science,Pass,
3496,Master's Degree,General,,
3496,O/L,Arts,Distinction,
3496,A/L,Commerce,Merit,
3497,Master's Degree,Technology,Distinction,
3497,Bachelor's Degree,General,Pass,
3497,O/L,Technology,Merit,
3498,A/L,,,
3498,Bachelor's Degree,General,Merit,
3499,Bachelor's Degree,General,Distinction,
3499,Master's Degree,Technology,,
3500,A/L,Commerce,,
3500,Master's Degree,,Merit,
3501,Bachelor's Degree,Technology,Pass,
3501,O/L,Arts,Distinction,
3501,A/L,Arts,Distinction,
3502,O/L,Science,,
3502,A/L,,Pass,
3503,A/L,General,Merit,
3504,Bachelor's Degree,General,Merit,
3505,Master's Degree,Science,Distinction,
3505,Bachelor's Degree,Commerce,Distinction,
3505,O/L,Arts,Pass,
3506,Master's Degree,Commerce,Pass,
3507,Master's Degree,General,Merit,
3507,A/L,Science,Distinction,
3507,Bachelor's Degree,Arts,,
3508,A/L,Arts,Pass,
3508,Bachelor's Degree,,Pass,
3508,O/L,Science,Merit,
3509,Master's Degree,Science,Merit,
3509,A/L,Science,,
3509,Bachelor's Degree,Commerce,Merit,
3510,O/L,,,
3511,Bachelor's Degree,Technology,Distinction,
3511,O/L,Arts,Distinction,
3511,A/L,Science,Pass,
3512,A/L,Technology,Merit,
3513,Bachelor's Degree,Technology,Merit,
3514,Master's Degree,,,
3515,A/L,Science,Pass,
3515,O/L,Arts,,
3516,A/L,,,
3516,Master's Degree,General,Distinction,
3517,A/L,Technology,Merit,
3518,A/L,Commerce,Distinction,
3519,Master's Degree,Commerce,Pass,
3520,O/L,Science,Pass,
3520,A/L,Technology,Merit,
3521,O/L,Science,Distinction,
3521,Bachelor's Degree,Science,Pass,
3521,A/L,,,
3522,A/L,Technology,Pass,
3523,Master's Degree,Technology,,
3523,Bachelor's Degree,Arts,Distinction,
3524,A/L,,,
3524,O/L,Commerce,,
3524,Bachelor's Degree,Commerce,Merit,
3525,O/L,Commerce,Pass,
3525,Bachelor's Degree,Science,Merit,
3526,A/L,Commerce,Pass,
3527,A/L,,Distinction,
3527,Bachelor's Degree,General,Merit,
3528,Master's Degree,Technology,,
3529,A/L,General,,
3529,O/L,,Merit,
3529,Bachelor's Degree,,Distinction,
3530,O/L,Technology,Merit,
3530,Bachelor's Degree,Technology,Distinction,
3530,A/L,Arts,Pass,
3531,A/L,Arts,Merit,
3531,Bachelor's Degree,Commerce,Pass,
3531,O/L,Science,Distinction,
3532,A/L,Arts,Pass,
3533,Bachelor's Degree,Arts,Merit,
3534,A/L,Science,Pass,
3534,Master's Degree,Technology,Pass,
3534,Bachelor's Degree,Science,Merit,
3535,A/L,Science,Pass,
3535,O/L,Science,,
3535,Bachelor's Degree,General,Distinction,
3536,Bachelor's Degree,Arts,,
3537,Master's Degree,Technology,Distinction,
3538,A/L,Arts,Merit,
3538,Bachelor's Degree,,Pass,
3538,Master's Degree,Science,,
3539,Bachelor's Degree,General,Distinction,
3539,A/L,Science,,
3539,Master's Degree,,Merit,
3540,O/L,Arts,Merit,
3541,Master's Degree,Technology,Merit,
3541,O/L,Science,,
3541,A/L,Science,Pass,
3542,Master's Degree,,Pass,
3542,Bachelor's Degree,General,Merit,
3543,Master's Degree,,,
3544,Bachelor's Degree,Technology,Distinction,
3545,O/L,Science,Pass,
3545,Master's Degree,General,Distinction,
3545,Bachelor's Degree,Technology,Pass,
3546,O/L,,Distinction,
3547,A/L,Technology,Merit,
3547,Master's Degree,Technology,Distinction,
3547,Bachelor's Degree,Arts,,
3548,Master's Degree,General,Merit,
3548,Bachelor's Degree,General,Merit,
3549,Bachelor's Degree,Commerce,Distinction,
3550,O/L,General,,
3550,Bachelor's Degree,Arts,Merit,
3550,A/L,,Pass,
3551,Bachelor's Degree,Technology,Distinction,
3551,A/L,Arts,Distinction,
3552,A/L,,Distinction,
3553,A/L,Science,,
3553,Master's Degree,Technology,Pass,
3553,Bachelor's Degree,Science,Merit,
3554,O/L,Technology,Pass,
3554,Bachelor's Degree,,Pass,
3555,O/L,General,Merit,
3556,O/L,Commerce,,
3556,Bachelor's Degree,Commerce,,
3557,A/L,Technology,Distinction,
3557,O/L,Arts,Distinction,
3557,Bachelor's Degree,,Pass,
3558,O/L,Arts,,
3558,Master's Degree,,Merit,
3558,Bachelor's Degree,Arts,Distinction,
