EmploymentID,PersonalID,EmploymentType,EmploymentSector,Employer,Country,Occupation,SkillsUsed,StartDate,EndDate,DurationMonths
7149,4571,Previous,Education & Training,Lanka Co,United Arab Emirates,Machine Operator,Construction Supervision;Horticulture,2012-02-05,2020-09-23,103.0
7150,4572,Previous,Beauty & Personal Care,Hotel Enterprises,Kuwait,Shuttering Carpenter,Heavy Vehicle Driving;Banquet Service,2015-12-18,2017-09-24,21.0
7151,4572,Current,Beauty & Personal Care,Tea Inc,Canada,Shuttering Carpenter,Masonry;Bar Bending;Excel,2010-11-26,,
7152,4573,Previous,Healthcare & Nursing,Island Pvt,Kuwait,Caregiver,Nursing,2020-03-18,2021-06-01,15.0
7153,4574,Previous,Education & Training,Tech Corp,South Korea,Janitor,Farming;Quality Inspection;Painting,2018-01-14,2020-08-18,31.0
7154,4574,Previous,Textile & Sewing,Hotel Co,Qatar,Janitor,Sewing,2020-02-13,2024-01-21,47.0
7155,4574,Previous,Manufacturing,Gem Plantations,Qatar,Janitor,Janitorial Skills;Carpentry;Logistics Coordination,2011-05-14,2021-06-14,121.0
7156,4575,Previous,Manufacturing,Tea Group,United Arab Emirates,Factory Worker,Packing,2024-06-15,2025-04-02,10.0
7157,4575,Previous,Beauty & Personal Care,Tea Ltd,Qatar,Factory Worker,Retail Sales;Front Desk Operations;Carpentry,2013-05-02,2018-12-17,67.0
7158,4575,Previous,Logistics & Warehousing,Sri Pvt,Qatar,Factory Worker,Masonry;Painting,2016-11-04,2021-04-03,53.0
7159,4578,Previous,Beauty & Personal Care,Sri Plantations,Qatar,Maintenance Worker,Administrative Support;Janitorial Skills,2012-02-11,2016-10-16,56.0
7160,4578,Previous,Beauty & Personal Care,Lanka Pvt,Jordan,Maintenance Worker,MS Office;Plumbing;Teaching Assistance,2020-01-10,2020-02-02,1.0
7161,4578,Current,Healthcare & Nursing,Tea Enterprises,Saudi Arabia,Maintenance Worker,Nursing,2016-08-16,,
7162,4578,Previous,Textile & Sewing,Lanka Ltd,Saudi Arabia,Maintenance Worker,Sewing,2010-11-19,2021-07-18,128.0
7163,4579,Previous,Education & Training,Hotel Group,United Arab Emirates,Domestic Worker,Electrical,2019-07-06,2021-07-14,24.0
7164,4581,Previous,Education & Training,Ceylon Enterprises,Kuwait,Technician,Fishing;Sewing,2012-05-13,2019-07-14,86.0
7165,4581,Previous,Healthcare & Nursing,Tea Pvt,Kuwait,Technician,Nursing,2019-06-28,2019-11-17,5.0
7166,4583,Previous,Garment & Apparel,Ceylon Inc,Saudi Arabia,Janitor,Retail Sales,2019-01-29,2021-07-11,30.0
7167,4583,Previous,Healthcare & Nursing,Hotel Pvt,Oman,Janitor,Nursing,2021-01-03,2021-12-06,11.0
7168,4584,Previous,Facility Management,Sri Pvt,Kuwait,Bar Bender,Home Cleaning;Guest Relations;Welding,2016-05-30,2023-08-20,87.0
7169,4586,Previous,Cleaning Services,Tech Plantations,Kuwait,Engineer,Hotel Housekeeping;Farming;Fishing,2010-12-12,2023-04-01,148.0
7170,4587,Previous,Agriculture & Fishery,Island Plantations,Qatar,Electrician,Inventory Management;Data Entry;Garment Quality Control,2020-06-21,2022-02-18,20.0
7171,4590,Previous,Facility Management,Construction Solutions,Hong Kong,Caregiver,Cooking,2013-02-21,2023-02-20,120.0
7172,4591,Previous,Agriculture & Fishery,Tech Group,United Arab Emirates,Cook,Construction Supervision;Patient Care;CCTV Monitoring,2016-02-10,2025-04-02,110.0
7173,4596,Previous,Construction,Island Corp,Qatar,Construction Helper,Electrical;Farming;Delivery Driving,2015-09-18,2023-05-25,92.0
7174,4596,Previous,IT & Professional Services,Apparel Solutions,Saudi Arabia,Fishery Worker,Administrative Support;Front Desk Operations;Electrical,2023-09-15,2024-11-01,14.0
7175,4596,Previous,Healthcare & Nursing,Hotel Group,United Arab Emirates,Fishery Worker,Nursing,2023-03-15,2023-07-21,4.0
7176,4597,Previous,Facility Management,Tea Enterprises,United Arab Emirates,Administrative Assistant,Garment Quality Control;Retail Sales;Bookkeeping,2022-12-04,2023-06-02,6.0
7177,4597,Previous,Healthcare & Nursing,Sri Group,South Korea,Administrative Assistant,Nursing,2015-09-19,2022-09-30,84.0
7178,4598,Previous,Beauty & Personal Care,Ceylon Inc,United Arab Emirates,Carpenter,Medical Assistance;Administrative Support,2021-03-14,2025-06-11,51.0
7179,4598,Current,Construction,Hotel Co,Kuwait,Construction Helper,Tiling;Caregiving,2019-04-05,,
7180,4599,Previous,Hospitality & Tourism,Ceylon Group,Romania,Gardener,Teaching Assistance;Bookkeeping,2020-06-08,2020-12-29,6.0
7181,4599,Previous,Beauty & Personal Care,Tech Co,Saudi Arabia,Gardener,Forklift Operation;Quality Inspection;MS Office,2012-02-07,2024-06-11,148.0
7182,4600,Previous,Retail & Sales,Tea Ltd,Saudi Arabia,Factory Worker,MS Office;Painting,2021-02-15,2025-07-31,53.0
7183,4600,Current,Textile & Sewing,Construction Solutions,Kuwait,Factory Worker,Sewing,2011-08-03,,
7184,4600,Previous,Education & Training,Sri Ltd,Russia,Factory Worker,Security Guarding;Heavy Vehicle Driving,2020-10-06,2024-12-23,50.0
7185,4603,Previous,Domestic Services,Construction Pvt,United Arab Emirates,Teacher Assistant,Vehicle Maintenance,2014-12-20,2017-08-14,32.0
7186,4603,Previous,Hospitality & Tourism,Ceylon Co,Australia,Teacher Assistant,Vehicle Maintenance;Logistics Coordination;Tailoring,2010-10-12,2013-07-19,33.0
7187,4604,Previous,Logistics & Warehousing,Tech Co,Cyprus,Chef,Teaching Assistance;Childcare;Shuttering Carpentry,2015-12-12,2020-08-13,56.0
7188,4605,Previous,Garment & Apparel,Apparel Ltd,Kuwait,Gardener,Accounting;Forklift Operation;Administrative Support,2021-11-14,2022-03-06,4.0
7189,4606,Current,Cleaning Services,Island Group,Kuwait,Chef,Tailoring,2011-06-30,,
7190,4606,Previous,Facility Management,Hotel Corp,United Arab Emirates,Chef,Concrete Mixing,2020-12-23,2022-04-14,16.0
7191,4607,Previous,Driving & Transportation,Ceylon Plantations,United Arab Emirates,Domestic Worker,Driving,2017-11-21,2025-03-12,88.0
7192,4607,Previous,Healthcare & Nursing,Hotel Inc,Kuwait,Domestic Worker,Nursing,2019-12-12,2024-09-16,57.0
7193,4608,Previous,Domestic Services,Island Co,Japan,Domestic Worker,Scaffolding,2012-02-01,2016-04-23,50.0
7194,4608,Previous,Domestic Services,Hotel Inc,Saudi Arabia,Domestic Worker,Kitchen Assistance;Elderly Care;Home Cleaning,2023-04-15,2024-05-02,13.0
7195,4609,Previous,Logistics & Warehousing,Island Plantations,Saudi Arabia,Plumber,Driving;Medical Assistance,2022-06-18,2025-03-23,33.0
7196,4610,Previous,Domestic Services,Apparel Solutions,Qatar,Domestic Worker,Heavy Vehicle Driving;Fishing,2022-11-04,2025-05-26,30.0
7197,4610,Previous,Domestic Services,Tech Corp,Kuwait,Domestic Worker,Nursing;Caregiving,2021-02-15,2021-11-23,9.0
7198,4611,Previous,Domestic Services,Sri Pvt,New Zealand,Kitchen Helper,Janitorial Skills;Heavy Vehicle Driving;First Aid,2014-10-09,2022-10-02,96.0
7199,4611,Previous,Beauty & Personal Care,Construction Pvt,Oman,Kitchen Helper,Customer Service;Medical Assistance,2011-03-08,2013-05-19,26.0
7200,4611,Previous,Domestic Services,Lanka Inc,Jordan,Kitchen Helper,Packing;Janitorial Skills,2013-10-19,2022-03-26,101.0
7201,4612,Previous,Textile & Sewing,Construction Pvt,Maldives,Nursing Assistant,Nursing;Sewing,2011-06-30,2015-09-30,51.0
7202,4612,Previous,Domestic Services,Tea Inc,United Arab Emirates,Nursing Assistant,Nursing,2017-11-19,2021-09-03,46.0
7203,4612,Previous,Manufacturing,Tea Ltd,Qatar,Nursing Assistant,Nursing,2014-05-13,2016-02-23,21.0
7204,4614,Previous,Facility Management,Hotel Corp,Saudi Arabia,Agricultural Worker,Beauty Therapy,2015-05-06,2019-02-26,45.0
7205,4621,Current,Security Services,Construction Co,Saudi Arabia,Construction Supervisor,Horticulture;Delivery Driving;Sewing,2013-12-10,,
7206,4621,Previous,Agriculture & Fishery,Ceylon Corp,Sri Lanka,Construction Supervisor,Tiling;Heavy Vehicle Driving,2015-06-04,2023-03-15,93.0
7207,4621,Previous,Agriculture & Fishery,Tech Co,Saudi Arabia,Construction Supervisor,MS Office;Shuttering Carpentry;Bar Bending,2017-02-08,2022-11-30,69.0
7208,4622,Previous,Garment & Apparel,Apparel Ltd,United Arab Emirates,Barista,Accounting,2015-07-09,2021-02-10,67.0
7209,4626,Previous,Manufacturing,Sri Group,Kuwait,Tailor,Facility Maintenance,2012-03-17,2023-01-30,130.0
7210,4626,Current,Engineering & Technical,Island Plantations,Kuwait,Tailor,Shuttering Carpentry,2016-09-07,,
7211,4627,Previous,Garment & Apparel,Ceylon Group,Canada,Delivery Driver,Front Desk Operations;Health Aide,2022-01-04,2024-03-03,26.0
7212,4627,Previous,Beauty & Personal Care,Lanka Solutions,Japan,Delivery Driver,Childcare;Elderly Care;Beauty Therapy,2017-04-23,2020-05-12,37.0
7213,4628,Previous,Retail & Sales,Sri Solutions,Saudi Arabia,Administrative Assistant,Caregiving;Serving,2017-08-06,2018-09-24,13.0
7214,4628,Previous,IT & Professional Services,Apparel Corp,Oman,Administrative Assistant,Excel;Delivery Driving;Serving,2023-01-24,2024-08-26,19.0
7215,4629,Previous,Logistics & Warehousing,Lanka Corp,Maldives,Factory Worker,Logistics Coordination;Caregiving,2011-08-08,2025-04-07,164.0
7216,4629,Previous,Logistics & Warehousing,Lanka Ltd,Saudi Arabia,Factory Worker,Construction Supervision;Data Entry,2019-06-09,2021-02-18,20.0
7217,4630,Current,IT & Professional Services,Tech Group,Saudi Arabia,Accountant,Shuttering Carpentry;Construction Supervision,2020-02-20,,
7218,4630,Previous,Textile & Sewing,Construction Pvt,Kuwait,Accountant,Sewing,2022-08-12,2023-03-10,7.0
7219,4632,Previous,Domestic Services,Ceylon Co,United Arab Emirates,Tailor,Bookkeeping;Makeup Artistry,2012-07-25,2018-06-17,71.0
7220,4632,Current,Hospitality & Tourism,Ceylon Plantations,United Arab Emirates,Tailor,Bar Bending,2021-07-23,,
7221,4634,Previous,Driving & Transportation,Ceylon Enterprises,Kuwait,Quality Control Inspector,Driving,2016-11-21,2017-10-15,11.0
7222,4634,Previous,Retail & Sales,Construction Co,Romania,Quality Control Inspector,Childcare;Tiling,2017-11-30,2025-05-16,90.0
7223,4635,Previous,Hospitality & Tourism,Tea Plantations,South Korea,Chef,MS Office;Construction Supervision;Laundry,2024-03-03,2024-06-29,3.0
7224,4636,Previous,Construction,Ceylon Plantations,South Korea,Warehouse Worker,Nursing;First Aid;Construction Supervision,2021-08-29,2022-11-20,15.0
7225,4637,Previous,Domestic Services,Island Group,Saudi Arabia,Sewing Machine Operator,Sewing,2021-04-29,2025-04-20,48.0
7226,4638,Previous,Agriculture & Fishery,Gem Pvt,South Korea,Heavy Vehicle Operator,Makeup Artistry;Barista Skills;Painting,2012-12-21,2022-08-26,116.0
7227,4638,Previous,Security Services,Lanka Enterprises,Saudi Arabia,Heavy Vehicle Operator,Security Guarding;Packing,2011-09-01,2021-03-15,114.0
7228,4638,Previous,Logistics & Warehousing,Ceylon Group,Qatar,Heavy Vehicle Operator,Retail Sales;Logistics Coordination;Sewing,2022-10-09,2025-07-09,33.0
7229,4639,Previous,Driving & Transportation,Tea Corp,Kuwait,Maintenance Worker,Driving,2020-08-11,2025-01-30,53.0
7230,4639,Previous,Healthcare & Nursing,Construction Enterprises,Maldives,Maintenance Worker,Nursing,2024-07-29,2025-02-28,7.0
7231,4640,Previous,Driving & Transportation,Hotel Pvt,Qatar,Plumber,Driving,2019-09-04,2022-02-22,29.0
7232,4640,Previous,Engineering & Technical,Lanka Co,Romania,Plumber,Vehicle Maintenance;Forklift Operation,2020-04-11,2023-07-20,39.0
7233,4641,Current,Beauty & Personal Care,Ceylon Co,United Arab Emirates,Room Attendant,Carpentry;Home Cleaning,2011-04-17,,
7234,4642,Previous,Cleaning Services,Sri Co,Kuwait,Housemaid,Accounting,2023-07-24,2023-09-30,2.0
7235,4642,Previous,Agriculture & Fishery,Hotel Plantations,Cyprus,Housemaid,Horticulture,2015-08-05,2024-02-08,102.0
7236,4643,Previous,Engineering & Technical,Hotel Corp,Lebanon,Cook,Construction Supervision,2022-08-07,2025-08-03,36.0
7237,4643,Previous,IT & Professional Services,Hotel Plantations,Maldives,Cook,Carpentry,2015-12-04,2018-05-11,29.0
7238,4644,Previous,Healthcare & Nursing,Tea Corp,Saudi Arabia,Caregiver,Nursing,2010-09-17,2020-01-26,112.0
7239,4644,Current,Healthcare & Nursing,Gem Inc,Turkey,Caregiver,Nursing,2015-05-12,,
7240,4645,Previous,Beauty & Personal Care,Construction Co,Serbia,House Driver,Guest Relations;Bookkeeping;Quality Inspection,2023-06-07,2023-12-07,6.0
7241,4648,Previous,Driving & Transportation,Construction Group,Bahrain,Delivery Driver,Driving,2014-09-08,2024-02-20,113.0
7242,4649,Previous,Domestic Services,Lanka Solutions,Kuwait,Nursing Assistant,Nursing,2012-05-20,2014-11-11,30.0
7243,4653,Previous,Education & Training,Island Plantations,Maldives,Plumber,IT Skills,2011-12-10,2015-08-18,44.0
7244,4653,Previous,Beauty & Personal Care,Gem Plantations,Oman,Plumber,Delivery Driving;Logistics Coordination;Driving,2011-04-12,2014-07-26,39.0
7245,4653,Current,Agriculture & Fishery,Island Enterprises,Qatar,Plumber,Vehicle Maintenance;Tiling,2019-12-30,,
7246,4653,Previous,Garment & Apparel,Apparel Pvt,Kuwait,Plumber,Elderly Care,2010-11-02,2020-08-01,117.0
7247,4654,Previous,IT & Professional Services,Hotel Co,Bahrain,Technician,Home Cleaning,2017-03-10,2023-04-25,73.0
7248,4654,Previous,Engineering & Technical,Apparel Enterprises,Saudi Arabia,Technician,First Aid,2017-08-23,2020-10-06,38.0
7249,4654,Previous,Textile & Sewing,Construction Solutions,Qatar,Technician,Sewing,2021-02-11,2021-09-12,7.0
7250,4654,Previous,Textile & Sewing,Tech Pvt,United Arab Emirates,Technician,Sewing,2014-05-11,2020-03-18,70.0
7251,4655,Current,Textile & Sewing,Apparel Enterprises,New Zealand,Construction Helper,Sewing,2018-01-05,,
7252,4656,Current,Facility Management,Ceylon Corp,Qatar,Packing Worker,Packing,2022-08-08,,
7253,4657,Previous,Cleaning Services,Island Co,Saudi Arabia,Construction Supervisor,Heavy Vehicle Driving;CCTV Monitoring;Textile Machine Operation,2018-07-04,2022-07-14,48.0
7254,4657,Previous,Facility Management,Apparel Group,Kuwait,Construction Supervisor,Health Aide;Fishing,2011-12-02,2015-11-19,47.0
7255,4658,Previous,Garment & Apparel,Hotel Solutions,Kuwait,Salesperson,Beauty Therapy,2018-08-24,2021-09-03,37.0
7256,4658,Previous,Education & Training,Island Inc,Kuwait,Salesperson,Hotel Housekeeping,2017-01-09,2019-02-14,25.0
7257,4659,Previous,Engineering & Technical,Gem Ltd,Saudi Arabia,House Driver,Kitchen Assistance,2021-12-29,2024-06-09,30.0
7258,4660,Previous,Textile & Sewing,Hotel Solutions,Seychelles,House Driver,Sewing,2022-08-11,2024-09-13,25.0
7259,4660,Previous,Textile & Sewing,Hotel Group,Qatar,House Driver,Sewing,2016-10-05,2020-01-21,39.0
7260,4660,Previous,Driving & Transportation,Tea Group,United Arab Emirates,House Driver,Driving,2010-11-18,2022-04-18,137.0
7261,4660,Previous,Security Services,Sri Solutions,Kuwait,Delivery Driver,Administrative Support,2015-01-21,2022-06-24,89.0
7262,4661,Previous,Cleaning Services,Tech Corp,Qatar,Delivery Driver,Heavy Vehicle Driving;IT Skills;Facility Maintenance,2018-11-18,2025-08-17,81.0
7263,4661,Previous,Driving & Transportation,Tech Enterprises,Saudi Arabia,Delivery Driver,Driving,2023-10-05,2023-12-09,2.0
7264,4661,Previous,Driving & Transportation,Hotel Pvt,Saudi Arabia,Delivery Driver,Driving,2023-12-22,2025-04-15,16.0
7265,4661,Previous,Logistics & Warehousing,Gem Solutions,Qatar,Delivery Driver,Security Guarding,2013-07-08,2021-11-06,100.0
7266,4663,Previous,Hospitality & Tourism,Lanka Pvt,Kuwait,Gardener,Beauty Therapy,2015-01-07,2019-04-03,51.0
7267,4665,Current,Hospitality & Tourism,Apparel Group,United Arab Emirates,Hotel Housekeeper,Guest Relations;Childcare;Bar Bending,2024-02-16,,
7268,4665,Previous,Education & Training,Apparel Enterprises,United Arab Emirates,Hotel Housekeeper,Plumbing,2011-12-16,2020-04-28,100.0
7269,4666,Previous,Engineering & Technical,Gem Ltd,Kuwait,Construction Supervisor,Home Cleaning;IT Skills,2016-02-01,2021-10-14,68.0
7270,4666,Previous,Garment & Apparel,Apparel Group,Saudi Arabia,Construction Supervisor,Elderly Care;Medical Assistance;Patient Care,2022-02-14,2025-04-17,38.0
7271,4666,Previous,Agriculture & Fishery,Sri Group,Qatar,Construction Supervisor,Heavy Vehicle Driving;First Aid;Administrative Support,2022-05-18,2022-09-09,4.0
7272,4667,Previous,Garment & Apparel,Tea Plantations,Cyprus,Shuttering Carpenter,Inventory Management;Electrical,2011-03-31,2024-11-02,164.0
7273,4670,Current,Domestic Services,Tea Group,Australia,House Driver,Inventory Management;Food Preparation,2020-05-02,,
7274,4670,Previous,Manufacturing,Hotel Ltd,United Arab Emirates,House Driver,Elderly Care;Food Preparation;Administrative Support,2018-12-06,2024-01-12,61.0
7275,4671,Previous,IT & Professional Services,Hotel Co,Japan,Maintenance Worker,Livestock Management,2013-11-13,2023-03-25,112.0
7276,4672,Current,Engineering & Technical,Apparel Plantations,United Kingdom,Construction Helper,Accounting;Driving;Janitorial Skills,2018-08-01,,
7277,4672,Previous,Logistics & Warehousing,Island Corp,Saudi Arabia,Construction Helper,Driving;Cooking,2022-03-27,2022-04-26,1.0
7278,4673,Current,Retail & Sales,Sri Solutions,Qatar,Construction Supervisor,Electrical,2015-08-18,,
7279,4673,Previous,Cleaning Services,Hotel Inc,United Arab Emirates,Construction Supervisor,Administrative Support;Garment Quality Control;Vehicle Maintenance,2021-04-28,2024-07-25,39.0
7280,4674,Previous,Garment & Apparel,Hotel Corp,Oman,Accountant,Customer Service,2021-09-16,2024-10-15,37.0
7281,4675,Previous,Construction,Sri Plantations,Maldives,Construction Supervisor,Nursing,2015-08-24,2020-03-09,55.0
7282,4676,Previous,Beauty & Personal Care,Hotel Group,Canada,General Labourer,Bar Bending,2015-07-25,2024-07-05,108.0
7283,4676,Previous,Beauty & Personal Care,Hotel Ltd,Saudi Arabia,General Labourer,Data Entry;Textile Machine Operation,2022-03-07,2023-05-30,14.0
7284,4676,Previous,Construction,Lanka Group,Kuwait,Construction Supervisor,Horticulture;Bar Bending;Carpentry,2022-01-23,2022-03-23,2.0
7285,4677,Current,Security Services,Tea Group,United Arab Emirates,Shuttering Carpenter,Data Entry,2016-10-09,,
7286,4677,Previous,Garment & Apparel,Sri Pvt,Maldives,Shuttering Carpenter,Beauty Therapy,2015-02-14,2016-03-12,13.0
7287,4677,Previous,Retail & Sales,Tech Enterprises,Maldives,Carpenter,Construction Supervision;Home Cleaning,2015-01-26,2021-09-04,80.0
7288,4678,Previous,Education & Training,Island Co,United Arab Emirates,Room Attendant,Painting,2016-08-30,2023-01-31,77.0
7289,4679,Current,Agriculture & Fishery,Island Solutions,Saudi Arabia,Electrician,Packing,2020-04-13,,
7290,4680,Previous,Manufacturing,Hotel Plantations,United Arab Emirates,Sewing Machine Operator,Sewing,2013-11-25,2018-09-29,58.0
7291,4680,Previous,Cleaning Services,Tea Co,Maldives,Sewing Machine Operator,Sewing,2020-07-16,2020-07-20,1.0
7292,4681,Previous,Education & Training,Tea Pvt,Saudi Arabia,Welder,Tiling;Fishing,2015-05-24,2017-05-04,24.0
7293,4681,Current,Security Services,Ceylon Enterprises,Seychelles,Welder,Livestock Management,2021-11-19,,
7294,4681,Previous,Logistics & Warehousing,Tech Pvt,United Arab Emirates,Welder,Guest Relations;Vehicle Maintenance;Bar Bending,2020-08-15,2024-08-30,48.0
7295,4681,Previous,Construction,Apparel Group,South Korea,Welder,Plumbing;Forklift Operation,2018-07-06,2024-12-02,77.0
7296,4682,Previous,Textile & Sewing,Lanka Group,Saudi Arabia,Shuttering Carpenter,Sewing,2014-03-29,2023-01-02,106.0
7297,4683,Current,Manufacturing,Tech Enterprises,United Kingdom,Maintenance Worker,Hotel Housekeeping;Shuttering Carpentry;Textile Machine Operation,2019-10-11,,
7298,4683,Previous,Garment & Apparel,Sri Group,Maldives,Maintenance Worker,IT Skills;Heavy Vehicle Driving,2011-04-02,2014-07-16,39.0
7299,4683,Previous,Healthcare & Nursing,Ceylon Corp,United Arab Emirates,Maintenance Worker,Nursing,2021-04-10,2025-06-22,50.0
7300,4684,Current,Beauty & Personal Care,Sri Group,United Arab Emirates,Shuttering Carpenter,Delivery Driving,2014-02-02,,
7301,4684,Previous,Cleaning Services,Construction Pvt,Qatar,Shuttering Carpenter,Shuttering Carpentry,2013-05-06,2017-02-18,45.0
