QualificationID,JobID,QualificationType,FieldOfStudy,MinimumGrade,OtherDetails
6183,3177,A/L,General,Pass,Training provided
6184,3178,O/L,General,,Standard contract
6185,3179,O/L,General,Merit,Requires visa
6186,3179,NVQ Level 3,Vocational,Merit,Probation period
6187,3180,Certificate in Sewing,Textile,Distinction,Standard contract
6188,3180,NVQ Level 3,Vocational,Pass,Training provided
6189,3180,O/L,General,Distinction,Standard contract
6190,3181,O/L,General,,
6191,3181,NVQ Level 4,Vocational,Pass,Requires visa
6192,3181,NVQ Level 3,Vocational,Distinction,Training provided
6193,3182,NVQ Level 4,Vocational,Merit,Training provided
6194,3182,Certificate in Welding,Construction,Pass,Probation period
6195,3183,O/L,General,,
6196,3183,Certificate in Caregiving,Healthcare,,Probation period
6197,3183,NVQ Level 3,Vocational,Pass,Probation period
6198,3184,Bachelor's Degree,General,Distinction,Probation period
6199,3184,A/L,General,Merit,
6200,3184,O/L,General,,Training provided
6201,3185,Certificate in Nursing,Healthcare,Merit,Probation period
6202,3185,NVQ Level 3,Vocational,Distinction,Probation period
6203,3186,NVQ Level 3,Vocational,Distinction,Requires visa
6204,3187,Diploma in Nursing,Healthcare,Pass,Probation period
6205,3187,NVQ Level 4,Vocational,,Requires visa
6206,3187,Certificate in Nursing,Healthcare,Distinction,Requires visa
6207,3188,A/L,General,Merit,
6208,3188,NVQ Level 3,Vocational,Merit,Training provided
6209,3188,O/L,General,Merit,Standard contract
6210,3189,Diploma in Nursing,Healthcare,Merit,Standard contract
6211,3190,NVQ Level 4,Vocational,Pass,
6212,3190,O/L,General,,
6213,3191,Diploma in Hospitality,Hospitality,Distinction,Training provided
6214,3191,NVQ Level 3,Vocational,Merit,
6215,3191,A/L,General,,Requires visa
6216,3192,Certificate in Nursing,Healthcare,,Requires visa
6217,3192,A/L,General,Merit,Probation period
6218,3193,NVQ Level 2,Vocational,Merit,
6219,3193,NVQ Level 3,Vocational,Merit,Requires visa
6220,3194,A/L,General,Distinction,Requires visa
6221,3194,Bachelor's Degree,General,Distinction,Standard contract
6222,3194,Certificate in IT,Information Technology,,
6223,3195,Certificate in Carpentry,Construction,,Standard contract
6224,3195,Certificate in Plumbing,Construction,Distinction,Requires visa
6225,3196,A/L,General,,Training provided
6226,3197,O/L,General,Pass,Standard contract
6227,3197,NVQ Level 3,Vocational,,Probation period
6228,3198,A/L,General,Distinction,Requires visa
6229,3199,O/L,General,Merit,Training provided
6230,3199,Diploma in Nursing,Healthcare,Merit,
6231,3200,Certificate in Domestic Work,Domestic Services,Merit,Training provided
6232,3200,O/L,General,Merit,Probation period
6233,3201,O/L,General,Pass,
6234,3202,Certificate in Sewing,Textile,Merit,
6235,3203,NVQ Level 4,Vocational,Pass,Probation period
6236,3204,NVQ Level 4,Vocational,Distinction,Requires visa
6237,3204,NVQ Level 3,Vocational,,Requires visa
6238,3205,Certificate in Welding,Construction,Merit,Training provided
6239,3206,O/L,General,Merit,Training provided
6240,3207,NVQ Level 4,Vocational,Pass,Standard contract
6241,3207,A/L,General,Pass,Requires visa
6242,3208,O/L,General,,Training provided
6243,3209,NVQ Level 3,Vocational,,Probation period
6244,3209,Certificate in Beauty Therapy,General,Merit,Probation period
6245,3210,Certificate in Electrical Work,Construction,,Standard contract
6246,3210,Certificate in Domestic Work,Domestic Services,Merit,Standard contract
6247,3211,NVQ Level 3,Vocational,Distinction,
6248,3212,Certificate in Masonry,Construction,Merit,
6249,3212,NVQ Level 3,Vocational,Pass,Standard contract
6250,3213,NVQ Level 4,Vocational,Merit,Training provided
6251,3213,NVQ Level 3,Vocational,,
6252,3213,A/L,General,,Requires visa
6253,3214,Certificate in IT,Information Technology,Merit,Requires visa
6254,3214,NVQ Level 4,Vocational,Pass,Standard contract
6255,3214,Certificate in Heavy Vehicle Operation,Transportation,Distinction,Training provided
6256,3215,Diploma in Nursing,Healthcare,Merit,Requires visa
6257,3215,O/L,General,Merit,
6258,3216,O/L,General,Merit,Training provided
6259,3216,NVQ Level 2,Vocational,Merit,Requires visa
6260,3217,Certificate in Welding,Construction,,
6261,3217,O/L,General,Distinction,Training provided
6262,3217,NVQ Level 4,Vocational,Pass,Probation period
6263,3218,NVQ Level 4,Vocational,,Probation period
6264,3218,Certificate in Caregiving,Healthcare,Distinction,Standard contract
6265,3218,Certificate in Nursing,Healthcare,,Probation period
6266,3219,A/L,General,Distinction,
6267,3220,NVQ Level 3,Vocational,,
6268,3220,O/L,General,,
6269,3221,NVQ Level 2,Vocational,Merit,Training provided
6270,3221,O/L,General,Distinction,Training provided
6271,3222,O/L,General,,
6272,3223,Certificate in IT,Information Technology,Merit,
6273,3223,Diploma in IT,Information Technology,Pass,Requires visa
6274,3224,Certificate in Cooking,Hospitality,,Standard contract
6275,3225,O/L,General,Distinction,Requires visa
6276,3226,O/L,General,Pass,Training provided
6277,3226,Diploma in IT,Information Technology,Pass,Probation period
6278,3227,Certificate in Heavy Vehicle Operation,Transportation,Distinction,Probation period
6279,3228,NVQ Level 3,Vocational,,
6280,3228,O/L,General,Pass,Probation period
6281,3228,Certificate in Welding,Construction,Distinction,Standard contract
6282,3229,Certificate in Domestic Work,Domestic Services,,Standard contract
6283,3230,Certificate in Carpentry,Construction,,Training provided
6284,3230,Certificate in Masonry,Construction,Merit,Requires visa
6285,3231,Certificate in Domestic Work,Domestic Services,,Standard contract
6286,3231,Certificate in Caregiving,Healthcare,,Requires visa
6287,3232,Certificate in Hospitality,Hospitality,Pass,Requires visa
6288,3233,Certificate in Domestic Work,Domestic Services,Distinction,Requires visa
6289,3234,NVQ Level 3,Vocational,Pass,Standard contract
6290,3234,O/L,General,Pass,Standard contract
6291,3235,NVQ Level 4,Vocational,Merit,
6292,3235,Certificate in Welding,Construction,Distinction,Probation period
6293,3235,NVQ Level 3,Vocational,Pass,Requires visa
6294,3236,NVQ Level 3,Vocational,Pass,Standard contract
6295,3237,Certificate in Electrical Work,Construction,Pass,Standard contract
6296,3237,NVQ Level 4,Vocational,Pass,Training provided
6297,3237,NVQ Level 3,Vocational,Merit,Requires visa
6298,3238,O/L,General,,Standard contract
6299,3238,NVQ Level 3,Vocational,,Standard contract
6300,3239,Certificate in Welding,Construction,Merit,Training provided
6301,3240,Certificate in Caregiving,Healthcare,Distinction,Standard contract
6302,3240,NVQ Level 2,Vocational,Pass,Requires visa
6303,3241,O/L,General,Pass,Training provided
6304,3241,NVQ Level 2,Vocational,Pass,Standard contract
6305,3241,NVQ Level 3,Vocational,Pass,Standard contract
6306,3242,A/L,General,Pass,Probation period
6307,3242,O/L,General,Merit,
6308,3242,NVQ Level 4,Vocational,,Training provided
6309,3243,Diploma in Nursing,Healthcare,Merit,Requires visa
6310,3243,Certificate in Nursing,Healthcare,Distinction,
6311,3244,O/L,General,,Training provided
6312,3244,Certificate in Sewing,Textile,Distinction,Training provided
6313,3245,Certificate in Carpentry,Construction,,Training provided
6314,3245,Certificate in Plumbing,Construction,Pass,Standard contract
6315,3245,NVQ Level 4,Vocational,Distinction,Training provided
6316,3246,NVQ Level 2,Vocational,Distinction,Requires visa
6317,3246,O/L,General,Distinction,Probation period
6318,3246,Certificate in Domestic Work,Domestic Services,Pass,Training provided
6319,3247,Certificate in Carpentry,Construction,Distinction,Standard contract
6320,3247,Certificate in Welding,Construction,Merit,Training provided
6321,3248,Diploma in IT,Information Technology,,Probation period
6322,3248,Bachelor's Degree,General,Pass,Probation period
6323,3248,A/L,General,,
6324,3249,Certificate in Driving,Transportation,,Training provided
6325,3249,O/L,General,Distinction,Probation period
6326,3249,Certificate in Heavy Vehicle Operation,Transportation,Distinction,Standard contract
6327,3250,O/L,General,Merit,Standard contract
6328,3251,NVQ Level 2,Vocational,Merit,Standard contract
6329,3252,O/L,General,Distinction,Standard contract
6330,3252,NVQ Level 3,Vocational,Pass,Training provided
6331,3253,NVQ Level 4,Vocational,Pass,Training provided
6332,3254,NVQ Level 2,Vocational,,Standard contract
6333,3254,O/L,General,Distinction,Probation period
6334,3255,Certificate in Domestic Work,Domestic Services,Pass,Requires visa
6335,3255,O/L,General,Merit,Standard contract
6336,3255,NVQ Level 3,Vocational,Distinction,
6337,3256,O/L,General,Merit,
6338,3256,Certificate in Heavy Vehicle Operation,Transportation,Distinction,Standard contract
6339,3256,Certificate in Driving,Transportation,Distinction,
6340,3257,Certificate in Nursing,Healthcare,Distinction,Requires visa
6341,3258,Certificate in Welding,Construction,Distinction,Requires visa
6342,3258,NVQ Level 3,Vocational,Pass,Requires visa
6343,3258,O/L,General,,
6344,3259,NVQ Level 3,Vocational,,Probation period
6345,3259,O/L,General,,Training provided
6346,3260,Diploma in Hospitality,Hospitality,Distinction,Training provided
6347,3260,O/L,General,Pass,Probation period
6348,3260,NVQ Level 3,Vocational,Merit,
6349,3261,O/L,General,Pass,Probation period
6350,3261,Certificate in Sewing,Textile,,Standard contract
6351,3262,Certificate in Domestic Work,Domestic Services,Distinction,Requires visa
6352,3262,NVQ Level 3,Vocational,Distinction,Training provided
6353,3263,NVQ Level 2,Vocational,Merit,
6354,3263,NVQ Level 3,Vocational,,Training provided
6355,3264,Certificate in Caregiving,Healthcare,Merit,Standard contract
6356,3264,O/L,General,Distinction,Requires visa
6357,3265,NVQ Level 3,Vocational,Merit,Training provided
6358,3266,NVQ Level 3,Vocational,Distinction,
6359,3266,NVQ Level 2,Vocational,Pass,
6360,3266,Certificate in Caregiving,Healthcare,Merit,Training provided
6361,3267,NVQ Level 4,Vocational,,
6362,3267,NVQ Level 3,Vocational,Pass,Training provided
6363,3267,Certificate in Caregiving,Healthcare,,Probation period
6364,3268,NVQ Level 4,Vocational,Merit,Training provided
6365,3268,O/L,General,Distinction,Requires visa
6366,3269,Certificate in Driving,Transportation,,Requires visa
6367,3269,O/L,General,Pass,Requires visa
6368,3269,Certificate in Heavy Vehicle Operation,Transportation,Pass,
6369,3270,Certificate in Hairdressing,General,Distinction,
6370,3270,Certificate in Beauty Therapy,General,,Probation period
6371,3271,Certificate in Sewing,Textile,Pass,Probation period
6372,3271,O/L,General,Merit,Standard contract
6373,3272,NVQ Level 4,Vocational,Distinction,
6374,3273,Certificate in Electrical Work,Construction,,Standard contract
6375,3273,NVQ Level 3,Vocational,Pass,Requires visa
6376,3273,Certificate in Welding,Construction,,
6377,3274,Certificate in Welding,Construction,Pass,
6378,3274,NVQ Level 4,Vocational,Distinction,Requires visa
6379,3274,O/L,General,Distinction,Standard contract
6380,3275,NVQ Level 3,Vocational,Merit,Probation period
6381,3276,Certificate in Carpentry,Construction,Distinction,Requires visa
6382,3276,Certificate in Welding,Construction,,Probation period
6383,3277,Certificate in Welding,Construction,Distinction,Training provided
6384,3278,O/L,General,Distinction,Probation period
6385,3278,Certificate in Domestic Work,Domestic Services,,Requires visa
6386,3279,Certificate in Welding,Construction,Distinction,Requires visa
6387,3279,Certificate in Electrical Work,Construction,,Training provided
6388,3279,Certificate in Masonry,Construction,Distinction,Standard contract
6389,3280,Certificate in Caregiving,Healthcare,Pass,Requires visa
6390,3280,Certificate in Nursing,Healthcare,Distinction,
6391,3280,A/L,General,Pass,Standard contract
6392,3281,O/L,General,Distinction,Probation period
6393,3282,NVQ Level 3,Vocational,,Standard contract
6394,3283,Certificate in Cooking,Hospitality,Pass,Training provided
6395,3284,Certificate in Plumbing,Construction,Pass,Standard contract
6396,3284,O/L,General,Merit,Standard contract
6397,3284,Certificate in Electrical Work,Construction,,Probation period
6398,3285,Certificate in Plumbing,Construction,Distinction,Probation period
6399,3285,NVQ Level 3,Vocational,Pass,Standard contract
6400,3285,Certificate in Welding,Construction,Pass,Probation period
6401,3286,NVQ Level 4,Vocational,Distinction,Probation period
6402,3286,O/L,General,,
6403,3286,Certificate in Sewing,Textile,Pass,Standard contract
6404,3287,Certificate in Masonry,Construction,Distinction,Probation period
6405,3288,NVQ Level 3,Vocational,Distinction,Training provided
6406,3289,NVQ Level 3,Vocational,Distinction,Training provided
6407,3290,NVQ Level 3,Vocational,,Requires visa
6408,3291,O/L,General,Pass,Probation period
6409,3292,O/L,General,Merit,Requires visa
6410,3293,A/L,General,,Training provided
6411,3293,Bachelor's Degree,General,Distinction,Standard contract
6412,3293,O/L,General,Pass,Standard contract
6413,3294,O/L,General,Distinction,Requires visa
6414,3294,NVQ Level 3,Vocational,Pass,Standard contract
6415,3295,O/L,General,Merit,Probation period
6416,3296,Certificate in Carpentry,Construction,Pass,Requires visa
6417,3296,Diploma in Business,Business,Distinction,
6418,3297,Certificate in Carpentry,Construction,Distinction,
6419,3297,O/L,General,,Standard contract
6420,3298,Certificate in Welding,Construction,Distinction,Training provided
6421,3298,O/L,General,Pass,
6422,3299,Certificate in Electrical Work,Construction,Distinction,Standard contract
6423,3299,O/L,General,Distinction,Probation period
6424,3300,NVQ Level 3,Vocational,Pass,Standard contract
6425,3301,Diploma in Hospitality,Hospitality,Distinction,Standard contract
6426,3301,Certificate in Hospitality,Hospitality,Distinction,Training provided
6427,3301,NVQ Level 3,Vocational,Pass,Requires visa
6428,3302,NVQ Level 4,Vocational,,Standard contract
6429,3302,NVQ Level 3,Vocational,Merit,Requires visa
6430,3302,O/L,General,Distinction,Standard contract
6431,3303,Certificate in Cooking,Hospitality,,Standard contract
6432,3304,NVQ Level 3,Vocational,Merit,Training provided
6433,3304,NVQ Level 4,Vocational,Merit,Requires visa
6434,3304,O/L,General,Pass,
6435,3305,O/L,General,Distinction,Requires visa
6436,3306,Certificate in Heavy Vehicle Operation,Transportation,,Standard contract
6437,3307,Certificate in Plumbing,Construction,Distinction,Requires visa
6438,3308,NVQ Level 4,Vocational,Merit,
6439,3308,O/L,General,,Requires visa
6440,3309,NVQ Level 3,Vocational,,Training provided
6441,3309,O/L,General,,
6442,3309,Certificate in Caregiving,Healthcare,Merit,Probation period
6443,3310,A/L,General,Merit,Requires visa
6444,3310,NVQ Level 4,Vocational,Distinction,Standard contract
6445,3311,NVQ Level 4,Vocational,Pass,Training provided
6446,3311,Certificate in Electrical Work,Construction,Distinction,Standard contract
6447,3311,NVQ Level 3,Vocational,Merit,
6448,3312,Certificate in Welding,Construction,Distinction,
6449,3312,Certificate in Plumbing,Construction,Distinction,Training provided
6450,3312,Certificate in Electrical Work,Construction,Merit,Requires visa
6451,3313,Certificate in Hospitality,Hospitality,Distinction,
6452,3313,Certificate in Caregiving,Healthcare,,Probation period
6453,3313,Diploma in Nursing,Healthcare,Pass,Standard contract
6454,3314,NVQ Level 3,Vocational,Distinction,
6455,3314,NVQ Level 4,Vocational,,
6456,3315,Certificate in Electrical Work,Construction,Pass,
6457,3315,Certificate in Welding,Construction,,Standard contract
6458,3315,Certificate in Masonry,Construction,,Probation period
6459,3316,Certificate in Electrical Work,Construction,Distinction,Probation period
6460,3316,NVQ Level 3,Vocational,Pass,Training provided
6461,3316,Certificate in Plumbing,Construction,Pass,Requires visa
6462,3317,NVQ Level 3,Vocational,Distinction,Probation period
6463,3317,NVQ Level 2,Vocational,Merit,Training provided
6464,3317,O/L,General,,Probation period
6465,3318,Certificate in Domestic Work,Domestic Services,,Probation period
6466,3318,NVQ Level 2,Vocational,,Standard contract
6467,3318,O/L,General,,Standard contract
6468,3319,NVQ Level 4,Vocational,Distinction,Standard contract
6469,3319,O/L,General,Distinction,Training provided
